Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 4443,Drama,2020,6.7,82119,62.8,82.09677703659023
Movie 4444,Drama,1992,5.1,60674,269.83,83.15076385603348
Movie 4445,Action,1985,5.4,37861,109.64,67.88919754767723
Movie 4446,Drama,2013,7.5,76957,16.98,86.08061323106939
Movie 4447,Horror,1986,4.6,45421,219.58,71.28725850151548
Movie 4448,Drama,2011,5.5,71017,102.78,71.71678754760539
Movie 4449,Drama,1991,5.2,97651,102.92,70.03566017051062
Movie 4450,Horror,1997,7.8,17831,292.73,105.62524902551249
Movie 4451,Horror,1990,7.6,97872,83.48,95.68283759131313
Movie 4452,Action,1992,3.9,72308,215.79,65.21494513873725
Movie 4453,Drama,2023,4.9,3351,255.88,65.36283106184968
Movie 4454,Action,1994,7.7,89543,188.62,106.66113760748212
Movie 4455,Horror,2006,3.8,89590,71.93,50.5244385604596
Movie 4456,Comedy,2011,5.5,37535,72.79,65.21080663299261
Movie 4457,Action,2002,6.4,69341,208.29,92.16855879810237
Movie 4458,Drama,1991,4.3,46247,6.8,46.869626044677936
Movie 4459,Drama,1995,5.2,70095,13.41,59.36062925227914
Movie 4460,Action,2014,5.5,14202,8.7,53.4566466888462
Movie 4461,Horror,2001,8.0,93174,90.56,100.59387779477967
Movie 4462,Drama,2011,3.6,5575,26.62,33.7164170287853
Movie 4463,Drama,1996,6.3,35756,256.44,91.69635839885015
Movie 4464,Horror,2010,6.8,62947,111.52,86.29243702050113
Movie 4465,Action,2021,7.0,33066,68.81,79.72503759639446
Movie 4466,Action,2005,7.2,18539,258.22,96.5813380416629
Movie 4467,Horror,1991,5.2,74477,299.5,88.28494710546882
Movie 4468,Horror,1981,4.8,62407,174.51,70.44995400608711
Movie 4469,Drama,2021,7.1,76528,163.32,96.1745177339265
Movie 4470,Horror,2003,8.8,92359,269.49,127.5633535185222
Movie 4471,Horror,1986,4.2,66789,60.69,52.728096320422665
Movie 4472,Comedy,2019,6.4,35090,25.46,69.52647978444043
Movie 4473,Action,1990,7.8,1387,261.97,82.63482930032066
Movie 4474,Horror,2018,7.4,43672,262.96,105.36119152462913
Movie 4475,Drama,2004,6.6,19320,166.19,81.75405591732512
Movie 4476,Comedy,1988,7.9,55910,239.7,110.32897971601533
Movie 4477,Drama,2003,7.0,93650,42.81,84.41231270110273
Movie 4478,Horror,2001,4.7,57339,134.85,64.9817425753556
Movie 4479,Action,2020,7.1,70323,171.19,96.36116573629502
Movie 4480,Drama,2017,2.7,30463,228.33,50.70861253149595
Movie 4481,Horror,2013,7.1,47706,236.71,100.15811725809954
Movie 4482,Comedy,2015,6.7,10875,109.72,73.24390249854082
Movie 4483,Horror,2012,8.2,74705,265.7,118.58478865127984
Movie 4484,Drama,1996,6.7,35932,291.38,99.41705619446392
Movie 4485,Horror,2017,7.9,911,141.53,67.99655592158722
Movie 4486,Drama,2020,3.5,24071,284.19,63.72981616408458
Movie 4487,Comedy,2019,3.5,36576,260.79,62.85411217293639
Movie 4488,Comedy,1994,5.9,55334,277.86,92.22084930232343
Movie 4489,Action,1984,9.5,96051,118.6,120.85012740944794
Movie 4490,Drama,1985,6.1,43161,40.48,69.15156612075859
Movie 4491,Action,2008,4.4,12888,165.56,58.19816985898103
Movie 4492,Comedy,1999,7.5,97609,164.49,102.61451419626758
Movie 4493,Action,2009,8.1,18684,171.63,96.83035836954862
Movie 4494,Horror,2014,4.9,32215,141.87,65.05007066240333
Movie 4495,Drama,1986,4.9,69929,57.19,60.37972510141978
Movie 4496,Action,1990,6.2,2385,57.21,53.940716336478744
Movie 4497,Horror,1994,3.7,90799,146.2,56.860733888980725
Movie 4498,Horror,2022,7.4,26433,225.05,97.85480691095137
Movie 4499,Drama,2009,7.1,73075,80.02,87.51671244864086
Movie 4500,Horror,2014,9.3,69398,45.33,108.20593795567339
Movie 4501,Comedy,2015,6.8,84963,74.08,84.58788383115807
Movie 4502,Action,2003,3.6,93547,41.74,45.38042782911506
Movie 4503,Action,1981,6.6,12885,56.38,68.09971841601067
Movie 4504,Horror,1995,7.4,3202,22.48,61.979639307107774
Movie 4505,Drama,1980,8.6,61311,265.72,121.37608540744257
Movie 4506,Horror,2003,6.7,80952,61.84,81.90488092282847
Movie 4507,Drama,1984,7.3,51840,116.79,90.927337333034
Movie 4508,Drama,2005,8.5,78998,153.19,111.17511902170016
Movie 4509,Comedy,2019,9.8,88597,53.4,116.9802727171546
Movie 4510,Comedy,1985,7.1,33515,205.92,94.57242533170555
Movie 4511,Horror,2014,7.4,30290,150.76,91.43368379077599
Movie 4512,Comedy,2004,6.8,14517,108.11,75.97638285734453
Movie 4513,Horror,1982,5.8,79619,96.17,75.070119460015
Movie 4514,Drama,2020,7.4,91230,152.5,99.76651022633665
Movie 4515,Action,1992,7.3,99502,297.56,113.76398443615527
Movie 4516,Horror,2013,7.8,53004,256.12,110.46150391611616
Movie 4517,Horror,2010,6.9,98386,266.51,105.97798132739071
Movie 4518,Drama,1986,5.2,17823,186.46,69.54516594218046
Movie 4519,Horror,2013,5.8,19741,188.07,76.17192102487144
Movie 4520,Action,1988,5.0,10537,130.57,59.37071525384616
Movie 4521,Comedy,1997,7.3,52351,100.07,89.32694156572566
Movie 4522,Drama,1990,4.3,35223,188.23,63.84177667397304
Movie 4523,Comedy,1997,5.7,35340,214.48,81.14295453952067
Movie 4524,Comedy,1998,5.0,35632,218.9,74.29513726882162
Movie 4525,Comedy,2019,6.9,8115,166.36,78.74698963652537
Movie 4526,Drama,1982,6.3,62316,204.62,90.01393410670389
Movie 4527,Horror,2000,8.2,59815,270.24,117.21603339397396
Movie 4528,Drama,2020,5.7,94048,51.66,70.4399558515735
Movie 4529,Drama,1993,5.6,82589,70.78,70.47920576610667
Movie 4530,Horror,2007,9.0,90502,196.03,122.32124450478881
Movie 4531,Drama,1980,5.9,37070,76.81,69.75248260345658
Movie 4532,Action,2020,7.5,17444,92.93,82.54406265215655
Movie 4533,Comedy,2014,6.6,92744,49.6,80.44821986636113
Movie 4534,Action,2006,7.0,79597,182.71,97.26420972122077
Movie 4535,Drama,2023,6.1,61040,265.62,93.77973639599647
Movie 4536,Drama,2001,5.8,77231,13.08,66.5845011158216
Movie 4537,Drama,1994,4.8,74154,258.96,79.7227813256451
Movie 4538,Drama,2015,5.9,66598,113.41,76.86902456426436
Movie 4539,Comedy,2008,6.6,92549,53.47,80.82132849881083
Movie 4540,Horror,2001,6.7,5446,73.93,65.03189585847062
Movie 4541,Horror,2008,7.0,2716,241.56,79.50698526598444
Movie 4542,Action,1994,4.4,36218,138.29,60.01729213680219
Movie 4543,Action,2021,7.5,38445,195.58,98.73557453734605
Movie 4544,Comedy,2003,5.8,68802,275.57,92.16321524020726
Movie 4545,Horror,1999,6.1,53939,284.87,94.95032833983169
Movie 4546,Comedy,2012,5.5,53120,42.17,64.0588018510088
Movie 4547,Drama,2019,6.7,2299,286.78,80.54045149284552
Movie 4548,Action,2006,5.3,77588,105.16,70.18965900079456
Movie 4549,Comedy,2011,7.1,93643,244.51,105.7265150261095
Movie 4550,Horror,2010,8.4,42081,297.08,119.14595314831377
Movie 4551,Action,2022,5.0,95095,137.05,71.0182109333023
Movie 4552,Drama,2021,7.1,70094,158.12,95.03100788099871
Movie 4553,Horror,1995,6.4,5047,66.52,61.22318338701472
Movie 4554,Horror,1995,7.0,46062,299.46,105.11035712582724
Movie 4555,Drama,2006,6.9,35031,123.82,84.58371873852053
Movie 4556,Horror,1999,6.6,117,252.99,56.78551852147339
Movie 4557,Horror,2004,6.0,37501,6.71,63.863897263217986
Movie 4558,Comedy,2014,3.4,24993,181.26,52.555729655155474
Movie 4559,Drama,2021,8.2,40045,187.14,105.61582939329126
Movie 4560,Comedy,2013,5.3,56018,242.43,82.1902648488021
Movie 4561,Drama,1986,4.5,36208,57.93,53.02978343564039
Movie 4562,Horror,1989,7.2,96708,50.26,87.67812458894959
Movie 4563,Comedy,1983,6.2,92299,78.71,78.75435640704384
Movie 4564,Drama,2019,6.4,91206,30.51,76.14467633601869
Movie 4565,Comedy,2017,8.6,19840,276.15,112.71634973203244
Movie 4566,Drama,2011,5.3,8134,75.49,55.26983440416163
Movie 4567,Drama,1994,8.4,35252,54.12,93.36256965241724
Movie 4568,Comedy,2013,5.7,65358,19.43,65.14260744837367
Movie 4569,Horror,2003,7.9,51762,25.2,88.27000400974667
Movie 4570,Horror,2021,3.4,12331,241.16,56.14383948262054
Movie 4571,Comedy,1990,6.5,39141,182.28,86.96518369872194
Movie 4572,Drama,1992,6.2,93474,233.57,94.31878565904096
Movie 4573,Comedy,2014,9.0,84423,269.59,129.05146300315835
Movie 4574,Action,2023,7.0,13272,126.43,79.09741022938341
Movie 4575,Horror,2009,8.0,26812,80.06,89.57913698812119
Movie 4576,Comedy,2019,4.4,54890,239.23,71.94066059038377
Movie 4577,Drama,1989,9.2,32814,95.84,105.25149726355197
Movie 4578,Action,2005,6.2,58606,230.71,91.13837841860699
Movie 4579,Drama,1983,7.4,34252,208.33,98.10031779010565
Movie 4580,Horror,1992,6.5,58201,82.57,79.5728874830367
Movie 4581,Horror,1994,7.3,61327,84.25,88.90014004962845
Movie 4582,Horror,2009,7.5,23159,239.97,99.373364487652
Movie 4583,Comedy,2004,7.0,22059,147.77,84.78764904965246
Movie 4584,Drama,2010,8.1,33124,33.04,87.60915286263703
Movie 4585,Action,2023,8.9,70470,215.62,120.91231335423868
Movie 4586,Comedy,2016,5.9,46206,200.17,83.3882308263901
Movie 4587,Action,1995,8.3,86368,131.76,107.5169879811384
Movie 4588,Action,2021,7.7,76464,251.39,111.72233067062312
Movie 4589,Drama,1988,5.4,11733,165.16,67.11532780322335
Movie 4590,Comedy,2006,4.2,54968,137.64,59.605003609582795
Movie 4591,Horror,2009,9.3,8926,70.05,91.60557174196806
Movie 4592,Drama,2007,9.2,59819,104.38,111.62967705609223
Movie 4593,Drama,1992,7.1,41935,277.09,103.28068947149862
Movie 4595,Action,2009,4.9,30694,271.73,77.79908976392183
Movie 4596,Action,2011,5.7,82121,139.65,78.46597898500414
Movie 4597,Action,2012,6.9,56253,117.96,87.26566375768158
Movie 4598,Comedy,1985,5.7,1848,155.0,58.37768131890661
Movie 4599,Horror,1981,6.0,99600,90.36,78.08956490209758
Movie 4600,Drama,1999,5.3,62832,20.58,60.613649168385635
Movie 4601,Drama,1986,7.1,8821,161.27,80.63052755272068
Movie 4602,Action,1997,7.1,83829,78.56,88.3454781451865
Movie 4603,Horror,2010,6.6,68480,289.45,102.4314566491841
Movie 4604,Drama,2001,5.1,98678,80.27,66.67509992781382
Movie 4605,Action,2000,5.9,52380,40.26,68.13716533390047
Movie 4607,Action,1999,4.9,55199,15.48,55.04971933809942
Movie 4608,Horror,2022,6.5,17027,19.21,65.24799312516228
Movie 4609,Drama,2015,6.0,39589,156.26,79.14399104060105
Movie 4610,Drama,1994,5.7,92411,298.71,95.04486908016533
Movie 4611,Drama,1991,7.3,8080,28.36,68.51607761550416
Movie 4612,Action,2006,7.7,77173,124.15,99.06939776626274
Movie 4613,Comedy,1985,7.7,5419,239.88,90.19145342713942
Movie 4614,Action,1990,7.9,8845,240.37,95.82999320158336
Movie 4615,Comedy,1997,7.9,67376,61.52,93.98466603973748
Movie 4616,Drama,2011,7.3,86585,118.95,94.88792195624816
Movie 4617,Drama,2013,7.0,8290,158.76,79.03648107681353
Movie 4618,Drama,2001,5.6,98886,212.91,85.70070515317003
Movie 4619,Comedy,1983,6.6,69817,274.58,101.07207109206512
Movie 4620,Comedy,2020,8.2,12949,77.66,85.410578750447
Movie 4621,Comedy,2003,5.0,76523,15.13,57.739798480516356
Movie 4622,Comedy,2019,8.7,72754,34.98,100.8932203273911
Movie 4623,Drama,2018,5.6,58800,213.06,82.80471918705102
Movie 4624,Horror,2012,6.8,44430,281.93,100.9645103803425
Movie 4625,Drama,2003,7.9,22165,22.79,81.32888741245122
Movie 4626,Comedy,1994,7.9,17017,97.23,86.68501240263508
Movie 4627,Drama,2007,5.6,67112,70.68,69.30714505132808
Movie 4628,Action,1992,4.2,72572,103.34,57.34186256941955
Movie 4629,Action,1981,7.6,79962,174.6,103.25882673069128
Movie 4630,Action,2021,7.4,40918,132.6,91.84318838561074
Movie 4631,Horror,1984,6.2,75757,110.56,80.71485583580888
Movie 4632,Horror,1996,5.2,70305,151.08,73.14318459784855
Movie 4633,Horror,2004,5.9,87133,126.12,79.72569441124732
Movie 4634,Horror,2006,7.2,7459,3.21,64.52563699102421
Movie 4635,Comedy,2005,9.3,97007,227.96,129.58370317329707
Movie 4636,Horror,2020,7.5,14713,128.46,84.82016025369157
Movie 4637,Comedy,1983,6.3,49753,126.65,80.79853069059774
Movie 4638,Action,1988,5.2,40558,7.75,55.94966751226966
Movie 4639,Comedy,2013,8.0,16683,137.12,91.48964364253469
Movie 4640,Drama,2017,8.6,33408,143.66,103.94859319220288
Movie 4641,Action,2010,7.5,28840,6.76,77.69764948646167
Movie 4642,Horror,2002,5.4,61308,158.81,75.40888242238226
Movie 4643,Comedy,2011,7.1,81288,86.72,88.94293849370472
Movie 4644,Horror,2012,4.8,71596,202.49,73.90728057262203
Movie 4645,Comedy,2002,5.1,80168,262.06,83.79465014587342
Movie 4646,Action,2015,6.0,14315,146.86,72.10079843131551
Movie 4647,Comedy,1986,5.1,56338,27.94,58.58362568865975
Movie 4648,Horror,2006,6.4,52902,203.18,89.92577809288603
Movie 4649,Drama,2008,6.5,35390,34.09,71.4913833918147
Movie 4650,Horror,2017,6.8,40975,262.29,98.4500442973873
Movie 4651,Comedy,1993,9.4,33409,3.91,98.30713903229756
Movie 4652,Comedy,1997,6.0,76146,15.69,69.01152576970908
Movie 4653,Action,1997,9.2,95796,117.17,117.24087716370252
Movie 4654,Drama,2001,8.1,86878,237.56,115.8714001622781
Movie 4655,Drama,1992,5.9,86903,237.7,90.86810010667016
Movie 4656,Action,2017,8.9,42072,104.35,105.19473720549998
Movie 4657,Drama,2020,6.8,46745,215.95,94.71189099300061
Movie 4658,Action,2000,2.9,73621,246.67,57.166427601975045
Movie 4659,Drama,2003,5.5,68156,96.23,70.83563030547523
Movie 4660,Comedy,1987,7.4,1147,164.96,68.63474666890839
Movie 4661,Drama,2009,6.8,99366,29.41,81.1857123498857
Movie 4662,Action,1991,6.7,44455,133.44,85.04910994023037
Movie 4663,Comedy,2005,7.7,20917,191.44,95.74641289711946
Movie 4664,Horror,2021,7.3,31561,212.49,96.87487675344897
Movie 4665,Comedy,2000,9.2,57284,54.0,106.19330561261508
Movie 4666,Action,1981,7.6,61032,6.75,84.42069185167178
Movie 4667,Comedy,2023,5.4,29526,209.19,76.50152604106734
Movie 4668,Horror,1985,5.4,19877,118.87,65.33279190625095
Movie 4669,Comedy,1995,7.5,32441,86.57,86.56106868957545
Movie 4670,Action,2022,8.1,39655,276.2,113.38278007157331
Movie 4671,Comedy,1987,7.5,62979,158.89,98.76829370991261
Movie 4672,Action,2012,6.2,66346,102.14,79.05045370860145
Movie 4673,Drama,2008,8.9,37786,115.13,105.31651162329075
Movie 4674,Comedy,1993,7.0,33521,69.17,79.85670053081043
Movie 4675,Comedy,1997,5.9,59915,142.33,79.1371232757028
Movie 4676,Comedy,2019,3.3,32308,119.11,46.17523365695886
Movie 4677,Horror,2016,7.1,48566,82.53,84.86696692505826
Movie 4678,Action,2013,6.0,55963,178.96,83.49078343511906
Movie 4679,Horror,1985,5.0,16291,79.81,56.47314734384152
Movie 4680,Drama,1987,7.9,98592,11.02,91.9421687988303
Movie 4681,Drama,2001,6.5,26987,216.52,87.97245941135756
Movie 4682,Comedy,2020,4.2,24200,268.32,69.22742678114136
Movie 4683,Comedy,1991,7.6,46281,191.17,100.76006380645069
Movie 4684,Comedy,2010,5.6,89518,16.75,65.52735456451768
Movie 4685,Action,2019,7.5,55788,279.45,109.91498997239796
Movie 4686,Action,2004,6.8,3119,276.04,82.31400030946399
Movie 4687,Comedy,1999,3.5,18182,214.68,55.796848297167884
Movie 4688,Drama,1996,4.4,82364,19.03,51.70622982087677
Movie 4689,Comedy,1987,5.2,2432,116.11,52.15477778247431
Movie 4690,Comedy,1985,5.0,58168,124.12,67.2675392288256
Movie 4691,Drama,2017,7.0,87834,131.79,92.86150733413238
Movie 4692,Action,2010,4.3,97731,117.03,61.10993256597524
Movie 4693,Drama,1992,5.5,61548,1.47,60.79873886489806
Movie 4694,Horror,2015,6.4,86694,32.58,76.02696954226415
Movie 4695,Drama,2000,6.6,16262,174.79,81.47687592832776
Movie 4696,Drama,1989,3.2,44562,259.05,60.159909431328195
Movie 4697,Drama,1991,7.0,26575,144.81,85.79534682297152
Movie 4698,Comedy,2013,6.9,93306,3.05,79.26618783463283
Movie 4699,Comedy,1985,4.9,88461,253.35,81.14760896525239
Movie 4700,Comedy,2011,6.8,46042,15.31,74.54485094581071
Movie 4701,Action,2001,4.6,75306,35.47,55.2019105063917
Movie 4702,Action,2003,6.8,60893,250.24,99.93885150140274
Movie 4703,Action,1993,6.6,1877,220.62,71.81255355447017
Movie 4704,Action,1992,7.9,60192,251.43,112.08495962918306
Movie 4705,Comedy,2004,7.3,73110,148.71,96.62905902645664
Movie 4706,Drama,2010,10.0,37738,147.33,120.11749321486168
Movie 4707,Drama,1997,5.5,33907,220.35,79.40773439550563
Movie 4708,Comedy,1988,7.7,9679,212.05,91.87419228808379
Movie 4709,Drama,1989,6.3,70692,223.87,92.73344157361578
Movie 4710,Comedy,2007,6.7,61882,240.7,97.99110525576592
Movie 4711,Comedy,2007,7.4,34520,61.24,83.4489910398376
Movie 4712,Action,2022,4.5,73900,93.05,59.75216737390011
Movie 4713,Comedy,2016,7.8,60837,232.65,109.18956500724019
Movie 4714,Horror,2004,7.5,92694,113.12,97.09002359500019
Movie 4715,Action,1998,5.7,78900,248.4,89.1129103318418
Movie 4716,Drama,1998,4.8,48355,244.12,76.18645882394503
Movie 4717,Comedy,1989,4.8,97535,217.63,76.90528873411006
Movie 4718,Horror,2016,6.4,60025,220.03,92.4192117163251
Movie 4719,Comedy,1998,7.5,91932,35.93,89.30911497388136
Movie 4720,Action,2002,6.3,21427,245.93,87.41945866910537
Movie 4721,Action,1985,7.9,70930,209.44,109.18275653477869
Movie 4722,Action,1996,7.5,42265,224.15,102.30303694491573
Movie 4723,Horror,2022,9.1,1919,204.26,89.22273223169863
Movie 4724,Drama,1998,4.8,1480,277.64,62.80626950848543
Movie 4725,Drama,2021,8.2,97360,271.56,121.34268418989143
Movie 4726,Horror,2006,3.8,60786,73.23,49.18049867135114
Movie 4727,Horror,2022,6.6,5780,58.72,63.043390916744336
Movie 4728,Horror,2003,7.8,88958,285.56,117.44426077362947
Movie 4729,Action,2011,4.7,85534,203.54,73.73040036106605
Movie 4730,Drama,2009,6.6,6518,104.16,68.38034337490195
Movie 4731,Comedy,2008,5.0,53061,68.97,61.29308160079448
Movie 4732,Horror,2000,5.5,14224,141.42,66.73715942446992
Movie 4733,Drama,1987,7.5,20306,109.6,85.35040699882536
Movie 4734,Action,1988,4.9,8028,118.01,55.855994804304956
Movie 4735,Drama,1992,8.3,90749,161.85,110.9366691426549
Movie 4736,Action,2015,5.6,48080,88.05,69.17659725890543
Movie 4737,Action,2005,6.8,13096,38.43,68.30794163223995
Movie 4738,Drama,1981,5.2,55399,141.02,70.89814133822395
Movie 4739,Horror,2006,5.8,50342,282.36,91.03036619768177
Movie 4740,Drama,1981,7.6,5536,187.71,84.27698168785456
Movie 4741,Comedy,2012,4.5,34843,63.36,53.39986305722452
Movie 4742,Comedy,2003,7.6,28445,70.69,85.01279752418932
Movie 4743,Drama,2020,7.3,2861,148.91,72.99371450884969
Movie 4744,Action,2005,6.0,14770,38.36,61.4385264682436
Movie 4745,Horror,1993,7.6,82353,131.03,99.12574553768
Movie 4746,Drama,2008,6.4,36395,288.65,96.07917060785012
Movie 4747,Horror,2010,6.9,61197,57.13,81.76390153877223
Movie 4748,Action,2017,8.8,46479,71.37,101.70864104542699
Movie 4749,Horror,2009,7.8,67640,263.22,113.07336277902606
Movie 4750,Action,1995,6.0,68396,118.59,78.65750545799793
Movie 4751,Action,2015,5.1,64781,92.72,65.77379363647348
Movie 4752,Action,1983,8.4,27399,137.1,99.54370565595976
Movie 4753,Horror,1992,2.5,71019,270.55,54.9817920162427
Movie 4754,Comedy,1994,7.8,70619,167.1,103.79753562196254
Movie 4755,Action,2000,5.1,85001,89.31,66.81819332949777
Movie 4756,Drama,1991,6.7,1997,94.45,60.364343126696944
Movie 4757,Drama,2008,7.9,69692,293.66,117.46565577418369
Movie 4758,Comedy,2020,5.6,85132,137.19,77.2900321034769
Movie 4759,Comedy,1983,4.4,35889,290.7,75.21814153022328
Movie 4760,Action,2016,7.7,2474,249.04,85.0717666975215
Movie 4761,Horror,2003,9.2,50707,276.7,127.34131850613926
Movie 4762,Horror,2005,5.7,34260,225.65,82.08304887205824
Movie 4763,Comedy,2023,4.8,6095,118.79,53.71286286735911
Movie 4764,Drama,1986,8.0,33309,277.08,111.0169034495018
Movie 4765,Horror,2009,7.6,38237,186.16,98.80804649052185
Movie 4766,Comedy,1985,5.3,42523,157.18,72.20446667746502
Movie 4767,Horror,2007,8.9,70569,203.72,119.73480759555439
Movie 4768,Action,1994,6.6,52429,20.77,73.80074588873941
Movie 4769,Action,2014,9.0,82606,180.59,119.95564731512955
Movie 4770,Horror,1982,4.5,46456,15.4,49.8982709465425
Movie 4771,Drama,2008,4.7,66408,143.57,66.5438629817065
Movie 4772,Horror,1982,8.1,37453,100.44,95.34403721779567
Movie 4773,Comedy,1984,6.7,25864,231.79,91.25532808233203
Movie 4774,Comedy,1998,4.0,40328,238.7,66.28930436848944
Movie 4775,Action,2023,6.1,14069,134.85,71.75098091566144
Movie 4776,Action,1992,7.3,9983,256.39,92.86279536144721
Movie 4777,Action,2019,8.2,98050,149.37,109.18159284969497
Movie 4778,Action,2003,7.9,40722,26.7,86.52493174680951
Movie 4779,Horror,2022,2.5,54838,118.78,39.15839224661233
Movie 4780,Action,1980,4.0,63759,93.19,53.57052525385639
Movie 4781,Drama,2002,7.0,66439,35.87,81.31538194609062
Movie 4782,Action,2015,6.9,21391,240.94,92.8923288654579
Movie 4783,Comedy,2019,10.0,70924,220.44,133.73778259677053
Movie 4784,Horror,2002,5.9,26613,160.9,76.20623676541176
Movie 4785,Drama,1983,7.0,40205,65.93,80.80540062040858
Movie 4786,Action,2023,3.5,26317,154.45,51.068029381485296
Movie 4787,Drama,1997,7.0,74289,113.37,89.84712142502097
Movie 4788,Horror,2015,8.0,15925,164.5,93.85566618253912
Movie 4789,Drama,2021,3.5,61665,137.61,52.36420801583087
Movie 4790,Drama,1982,5.7,271,50.95,37.04807177788719
Movie 4791,Comedy,1995,4.8,76148,190.55,73.00914668605145
Movie 4792,Horror,1984,6.0,83712,57.96,73.80689736614472
Movie 4793,Action,2018,5.4,54216,106.42,69.50604887348119
Movie 4794,Action,1992,8.6,64301,63.59,101.57257571989305
Movie 4795,Horror,1997,7.3,75743,193.11,101.32733593989008
Movie 4796,Drama,1982,5.6,86454,23.43,66.00032422749779
Movie 4797,Comedy,1989,9.3,16882,220.32,112.55878104053791
Movie 4798,Horror,1981,6.1,36836,199.47,84.0839741283546
Movie 4799,Comedy,2021,8.3,55669,186.61,109.3567324537737
Movie 4800,Comedy,2019,7.9,87065,249.13,114.77093167268126
Movie 4801,Drama,1989,4.5,4793,94.75,47.613041867474486
Movie 4802,Action,1994,6.5,25833,284.29,94.46540376314775
Movie 4803,Action,2018,6.1,96905,21.48,72.18512996434606
Movie 4804,Drama,2012,7.9,43313,218.48,106.19022638020101
Movie 4805,Comedy,2001,7.6,78441,18.55,87.50787230657212
Movie 4806,Horror,1988,5.8,90596,152.57,81.45922299762033
Movie 4807,Comedy,2023,6.8,35916,160.6,87.3849687999815
